"H38",20333,,"AN","09250717","Q A S TRAVELER 23-4","","BAND234","",,"1",,
"H38",20334,2005-01-01 0:00:00,"LO","","","949000000106693","","",,"1",,
"H38",20335,,"AN","10388929","G D A R RAINMAKER 340","","LOVANA","",,"1",,
"H38",20336,,"CH","","","","","",,"1",,
"H38",20337,1980-04-16 0:00:00,"AR","120186","","","RCNCYNCF","RCNEXA",,"1",,
"H38",20338,1978-03-16 0:00:00,"AR","95641","","","PBCD6MH1","RCNIDGO",,"1",,
"H38",20339,,"AR","","","","","",,"1",,
"H38",20340,1976-03-12 0:00:00,"AR","87772","","","JHLDY417","RCNIDGO",,"1",,
"H38",20341,1974-02-28 0:00:00,"AR","66260","","","","",,"1",,
"H38",20342,,"AR","1533","","","","",,"1",,
"H38",20343,,"","","","","","",,"1",,
"H38",20344,,"AN","","","","","",,"1",,
"H38",20345,,"AN","","","","","",,"1",,
"H38",20346,,"","09682589","RITO 9J9 OF B156 7T26","","","",,"1",,
"H38",20347,,"AR","35607","","","","",,"1",,
"H38",20348,,"AR","8496","","","","",,"1",,
"H38",20349,,"AR","","","","","",,"1",,
"H38",20350,2006-03-12 0:00:00,"AR","1114775","","982000039974158","832407","971798",,"1",,
"H38",20351,,"AR","","","","UNKN","",,"1",,
"H38",20352,2006-03-26 0:00:00,"HH","42728135","","982000040735674","42162587","42287339",,"1",,
"H38",20353,2006-01-26 0:00:00,"HH","X4121210","","982000039975207","X3997326","X4011729",,"1",,
"H38",20354,2006-03-28 0:00:00,"HH","42728678","","982000039975165","42162587","42287288",,"1",,
"H38",20355,2006-05-09 0:00:00,"LO","","","","","",,"1",,
"H38",20356,2006-04-08 0:00:00,"AR","1114780","","982000041245512","832407","958997",,"1",,
"H38",20357,2006-04-08 0:00:00,"AR","1101273","","982000041183240","833209","407740",,"1",,
"H38",20358,2006-03-03 0:00:00,"LO","","","","EZ PRIDE","EZ MISS",,"1",,
"H38",20359,,"AR","","","","","",,"1",,
"H38",20360,2006-04-13 0:00:00,"AR","1114786","","982000039974163","761532","407740",,"1",,
"H38",20361,2006-02-24 0:00:00,"AR","1129721","","982000039975466","648319","992245",,"1",,
"H38",20362,2006-02-26 0:00:00,"AR","1129750","","982000040735727","545761","632709",,"1",,
"H38",20363,2006-02-28 0:00:00,"AR","1129732","","982000039975601","575520","549221",,"1",,
"H38",20364,2006-03-31 0:00:00,"AR","1129780","","982000041183249","763219","667864",,"1",,
"H38",20365,2006-04-05 0:00:00,"AR","1129717","","","921761","992270",,"1",,
"H38",20366,2006-04-14 0:00:00,"HH","42727065","","982000039974223","42444418","41026053",,"1",,
"H38",20367,2006-03-11 0:00:00,"HH","X4121962","","982000039975569","LOTTO255","X4058156",,"1",,
"H38",20368,2006-03-21 0:00:00,"HH","X4121963","","982000039488635","LOTTO255","X4058144",,"1",,
"H38",20369,2006-03-24 0:00:00,"HH","X4121964","","982000039975453","GSALLSTA","X4058161",,"1",,
"H38",20370,2006-04-29 0:00:00,"HH","X4124729","","982000039974273","LOTTO255","X4058142",,"1",,
"H38",20371,2006-03-04 0:00:00,"HH","42729126","","982000039975323","42536808","42495930",,"1",,
"H38",20372,2006-03-04 0:00:00,"HH","42729127","","982000041182894","42536808","42495930",,"1",,
"H38",20373,2006-03-13 0:00:00,"HH","42731469","","982000041183181","42731469","SBROBYN",,"1",,
"H38",20374,,"LO","","","","","",,"1",,
"H38",20375,,"CH","","","","","",,"1",,
"H38",20376,2001-02-17 0:00:00,"HH","42200613","SR STANDARD 61","","42200609","42167185",,"1",,
"H38",20377,2000-03-18 0:00:00,"HH","42073845","SR PATROL 0103","","19563937","40045544",,"1",,
"H38",20378,2001-04-06 0:00:00,"HH","42197981","SR BRITISHER 1101","","40036739","19564652",,"1",,
"H38",20379,2001-03-12 0:00:00,"HH","42197737","LS IMPRINT 161","","42035426","19381981",,"1",,
"H38",20380,,"HH","","","","","",,"1",,
