chaps_id,entry_date,weight,hip_height,frame_score,status,notes,group,stage
639,,0,0,0,FALSE,,,I
640,,0,0,0,FALSE,,,I
641,,0,0,0,FALSE,,,I
642,,0,0,0,FALSE,,,I
643,,0,0,0,FALSE,,,I
644,,0,0,0,FALSE,,,I
645,,0,0,0,FALSE,,,I
665,2013-04-23,544,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
666,,0,0,0,FALSE,,,I
667,,0,0,0,FALSE,,,I
668,,0,0,0,FALSE,,,I
669,,0,0,0,FALSE,,,I
670,2013-05-01,514,42.5,1.9,TRUE,,,I
671,2013-05-01,630,44,2.7,TRUE,,,I
672,,0,0,0,FALSE,,,I
673,2013-04-23,622,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
674,2013-05-01,608,44,2.7,TRUE,,,I
675,,0,0,0,FALSE,,,I
676,,0,0,0,FALSE,,,I
677,2013-04-23,614,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
678,2013-05-01,554,44,2.7,TRUE,,,I
679,2013-05-01,536,44.5,3,TRUE,,,I
680,,0,0,0,FALSE,,,I
681,,0,0,0,FALSE,,,I
682,,0,0,0,FALSE,,,I
683,2013-04-23,626,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
684,,0,0,0,FALSE,,,I
685,,0,0,0,FALSE,,,I
686,,0,0,0,FALSE,,,I
687,,0,0,0,FALSE,,,I
688,,0,0,0,FALSE,,,I
689,,0,0,0,FALSE,,,I
690,,0,0,0,FALSE,,,I
691,2013-05-01,638,46,3.8,TRUE,,,I
692,,0,0,0,FALSE,,,I
693,,0,0,0,FALSE,,,I
694,,0,0,0,FALSE,,,I
695,,0,0,0,FALSE,,,I
696,,0,0,0,FALSE,,,I
697,,0,0,0,FALSE,,,I
698,2013-04-23,656,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
699,,0,0,0,FALSE,,,I
700,2013-04-23,604,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
701,2013-04-23,598,0,0,TRUE,"SOLD 05/02/2013 
FENCE CRAWLER",,I
702,,0,0,0,FALSE,,,I
703,,0,0,0,FALSE,,,I
704,,0,0,0,FALSE,,,I
705,,0,0,0,FALSE,,,I
706,2013-05-01,612,46.5,4.1,TRUE,,,I
707,2013-05-01,536,43,2.3,TRUE,,,I
708,2013-05-01,662,47,4.4,TRUE,,,I
709,,0,0,0,FALSE,,,I
710,,0,0,0,FALSE,,,I
711,,0,0,0,FALSE,,,I
712,,0,0,0,FALSE,,,I
713,2013-05-01,670,45,3.4,TRUE,,,I
714,2013-05-01,642,45,3.4,TRUE,,,I
715,2013-05-01,590,43.5,2.6,TRUE,,,I
716,2013-04-23,540,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
717,2013-05-01,502,42,1.9,TRUE,,,I
718,2013-04-23,590,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
719,,0,0,0,FALSE,,,I
720,,0,0,0,FALSE,,,I
721,2013-05-01,452,41,1.4,TRUE,,,I
722,2013-05-01,602,45,3.4,TRUE,,,I
723,,0,0,0,FALSE,,,I
724,,0,0,0,FALSE,,,I
725,2013-04-23,548,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
726,,0,0,0,FALSE,,,I
727,2013-04-23,650,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
728,2013-04-23,646,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
729,2013-05-01,558,44.5,3.2,TRUE,,,I
730,2013-04-23,606,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
731,,0,0,0,FALSE,,,I
732,2013-05-01,560,42.5,2.3,TRUE,,,I
733,2013-04-23,496,0,0,TRUE,TO LINGLE WY 05/07/2013,,I
734,,0,0,0,FALSE,,,I
735,,0,0,0,FALSE,,,I
